symbol,CXSMILES,R1,R2,R3,source,position_class,has_sidechain,prop_status
X2491,CC(C)(C)[C@H](NCCc1cnc[nH]1)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2410,CC[C@@]1(OC(=O)OCCS[*])C(=O)OCc2c1cc1-c3nc4ccccc4cc3Cn1c2=O |$;;;;;;;;;;_R3;;;;;;;;;;;;;;;;;;;;;;$|,-,-,H,HELM-GPT,unknown,True,none
X2687,CC(C)[C@@H](N[*])C(=O)C(F)(F)F |$;;;;;_R1;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2837,Fc1cccc(F)c1C(=O)OCC(=O)[C@H](Cc1ccccc1)N[*] |$;;;;;;;;;;;;;;;;;;;;;;;_R1$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2826,CC(C)C[C@H](NC(=O)NC[C@H](COS(O)(=O)=O)OS(O)(=O)=O)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2902,Cc1ccc(cc1)S(=O)(=O)OC(=O)CC[C@H](N)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2775,COc1ccccc1NC(=O)NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
EtCO_d1-Nal,CCOC(=O)N[C@H](Cc1cccc2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2707,OC(=O)C[C@@H]1N([*])C[C@@H](Cc2ccccc2)NC1=O |$;;;;;;_R1;;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2097,[*]C(=O)[C@H](Cc1c[nH]c2ccccc12)NCc1ccccc1 |$_R2;;;;;;;;;;;;;;;;;;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
F_ac,CC(=O)OC(=O)[C@H](Cc1ccccc1)N[*] |$;;;;;;;;;;;;;;;_R1$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2099,NC(=O)O[C@@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;_R1;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2084,[*]N1C[C@@H](C[C@H]1C([*])=O)OC(=O)N1CCOCC1 |$_R1;;;;;;;_R2;;;;;;;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X1561,C[C@@H](CC(O)=O)[C@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2195,COC(=O)c1ccc2nc(sc2c1)C(=O)[C@H](CCCNC(N)=N)N[*] |$;;;;;;;;;;;;;;;;;;;;;;;;_R1$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2114,OC(=O)CN[C@H](CC1CCCCC1)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2116,OC(=O)[C@@]1(C[C@@H]1CCc1ccccc1)N[*] |$;;;;;;;;;;;;;;;_R1$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2119,[*]N1[C@@H]([C@H]1C(=O)OCc1ccccc1)C(=O)OCc1ccccc1 |$_R1;;;;;;;;;;;;;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2121,[*]N1C[C@@H](C[C@H]1C([*])=O)n1nncc1-c1ccccc1 |$_R1;;;;;;;_R2;;;;;;;;;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X2134,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2185,[*]C(=O)[C@H](Cc1ccccc1)NNC(=O)Nc1ccccc1 |$_R2;;;;;;;;;;;;;;;;;;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2231,CC(C)(C)OC(=O)N[C@H]1C[C@H](N(C1)C(=O)OC(C)(C)C)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2150,NCC[C@H](NC(O)=O)C([*])=O |$;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
Me_meY,CN(C)[C@@H](Cc1ccc(O)cc1)C([*])=O |$;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1193,OC(=O)CC[C@H](NCCc1ccc2ccccc2c1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
EtCO_dY,CCOC(=O)N[C@H](Cc1ccc(O)cc1)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1487,BrCCC[C@H]([N-][N+]#N)C([*])=O |$;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1373,[*]NC1(CCCCCCC1)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1385,[*]N[C@@H](CCCCNC(=O)OCC1c2ccccc2-c2ccccc12)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1252,Cc1cc(O)c(C)c(C)c1C[C@H](N)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1461,CC#CCN([*])CC([*])=O |$;;;;;_R1;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
Fmoc_F,[*]C(=O)[C@H](Cc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc12 |$_R2;;;;;;;;;;;;;;;;;;;;;;;;;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1341,CCCN1C(=O)C[C@H](NC1=O)C([*])=O |$;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1344,CCOC(=O)[C@H](Cc1ccccc1)N(C)[*] |$;;;;;;;;;;;;;;;_R1$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X1228,CC(C)(C)OC(=O)N[C@H](CCCCNC(N)=N)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1328,OC(O)C[C@H](N[*])C([*])=O |$;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1419,[*]C(=O)CNc1cccc2ccccc12 |$_R2;;;;;;;;;;;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1304,[*]C(=O)[C@H](CCCNCc1ccc(cc1)N(=O)=O)NCc1ccccc1 |$_R2;;;;;;;;;;;;;;;;;;;;;;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1203,"COc1ccc(C=NO[C@@H]2C[C@H](N([*])C2)C([*])=O)cc1OC |w:7.7,$;;;;;;;;;;;;;_R1;;;_R2;;;;;$|",H,OH,-,HELM-GPT,flexible,False,none
Fmoc_L,CC(C)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X245,Clc1ccc(C[C@H](N[*])C([*])=O)cc1Cl |$;;;;;;;;_R1;;_R2;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X321,CSCC[C@H](N[*])C=O |$;;;;;;_R1;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X692,C[C@@](CO)(N[*])C([*])=O |$;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X693,CN([*])[C@@H](CC(O)=O)C=O |$;;_R1;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X515,CC(C)[C@H](NC(N)=N)C([*])=O |$;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X194,[*]N[C@@H](Cc1c[nH]c2ccccc12)C=O |$_R1;;;;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X204,CCN([*])CC([*])=O |$;;;_R1;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X272,CN1C(=O)C[C@H](NC1=O)C([*])=O |$;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X405,[*]N(CC([*])=O)C1CC1 |$_R1;;;;_R2;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X212,Oc1ccc(C[C@H](N(Cc2ccccc2)Cc2ccccc2)C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;;;;;;_R2;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X630,"[*]N[C@@H](CCCCN=C(NCc1ccccn1)NC#N)C([*])=O |w:7.6,$_R1;;;;;;;;;;;;;;;;;;;;;_R2;$|",H,OH,-,HELM-GPT,flexible,False,none
X361,CCCN([*])CC([*])=O |$;;;;_R1;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X364,[*]N[C@@H](Cc1nc2CCCCc2[nH]1)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
Me_lalloT,C[C@H](O)[C@H](N(C)[*])C([*])=O |$;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X369,CC(=O)O[C@H]([C@@H](N[*])C(O)=O)c1ccccc1 |$;;;;;;;_R1;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X1527,CC(C)C[C@H](NC(=O)N1CCOCC1)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1842,CN([*])[C@H](Cc1ccoc1)C([*])=O |$;;_R1;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1529,C[C@H](N[*])C(=O)C[C@H](Cc1ccccc1)C(O)=O |$;;;_R1;;;;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X1591,C[C@@H](O)[C@H](O)[C@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X529,NC(=O)Nc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;_R1;;_R2;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X478,[*]N1C[C@@H](C[C@H]1C([*])=O)Oc1ccccc1 |$_R1;;;;;;;_R2;;;;;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X543,Cn1cc(C[C@H](N[*])C([*])=O)c2ccccc12 |$;;;;;;;_R1;;_R2;;;;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X449,"[*]N1C[C@@H](C[C@H]1C([*])=O)ON=Cc1ccc(o1)-c1nc2ccccc2s1 |w:10.10,$_R1;;;;;;;_R2;;;;;;;;;;;;;;;;;;$|",H,OH,-,HELM-GPT,flexible,False,none
X586,OC[C@H](O)[C@H](O)[C@@H](O)[C@@H](N[*])C=O |$;;;;;;;;;;_R1;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X1511,OC(=O)C[C@H](N[*])C(=O)CCCCc1ccccc1 |$;;;;;;_R1;;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2571,Cc1cccc(C)c1C(=O)OCC(=O)[C@H](CCCNC(N)=N)N[*] |$;;;;;;;;;;;;;;;;;;;;;;;_R1$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2598,COc1cccc(NCC([*])=O)c1 |$;;;;;;;;;;_R2;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2675,OP(O)(=O)N(CC([*])=O)C(=O)OCc1ccccc1 |$;;;;;;;_R2;;;;;;;;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2661,OC(=O)CCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2612,OC(=O)C[C@H]1N([*])C[C@H](Cc2ccccc2)NC1=O |$;;;;;;_R1;;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2662,CCCC(=O)CCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2694,[*]N[C@@H](CN1CCCC1=O)C=O |$_R1;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2657,CCCCc1ccc(cc1)-c1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;_R1;;_R2;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X2709,CCOCCOCCNC(=O)Nc1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;;_R1;;_R2;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X2328,[*]N[C@@H](Cc1ccc(cc1)-c1ccc2ccccc2c1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2310,Oc1ccc(C[C@H](N[C@@H](Cc2ccccc2)C([*])=O)C(=O)CC2(CCC(CC2)c2ccccc2)S[*])cc1 |$;;;;;;;;;;;;;;;;;_R2;;;;;;;;;;;;;;;;;;_R3;;$|,-,OH,H,HELM-GPT,N_terminal_only,True,none
X2390,CC(=O)OC[C@H](N[*])C(=O)c1nc2ccccc2[nH]1 |$;;;;;;;_R1;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2444,CC(C)(C)NC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2359,OC(=O)CN([*])N[C@H](Cc1ccc(O)cc1)C([*])=O |$;;;;;_R1;;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2500,NC(=N)N1CCC[C@H](C[C@@H](N[*])C(=O)c2nc3ccccc3s2)C1 |$;;;;;;;;;;;_R1;;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2481,C[C@H](NCC(=O)[C@@H](CCCNC(N)=N)N[*])C([*])=O |$;;;;;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2374,NC(=N)Nc1ccc(cc1)[C@@H](N[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2355,OC(=O)c1sccc1C[C@]1(Cc2ccccc2N1)C([*])=O |$;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2406,C[C@@H](O)[C@H](N[*])C(=O)CN1CCC[C@H]1C([*])=O |$;;;;;_R1;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2346,CC(C)[C@H](NC[C@@H]1COCCCCCN([*])[C@@H](C)C(=O)N1)C([*])=O |$;;;;;;;;;;;;;;;_R1;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2453,CCOC(=O)[C@H](Cc1cccc2ccccc12)N[*] |$;;;;;;;;;;;;;;;;;;_R1$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2443,CSCC[C@H](NC(=O)Nc1ccc(C)cc1)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2393,OC(=O)C[C@H](N[*])C(=O)COC(=O)CC(c1ccccc1)c1ccccc1 |$;;;;;;_R1;;;;;;;;;;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
EtCO_W,CCOC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2286,CCOC(=O)[C@@H]1[C@H](N1[*])C(=O)OCC |$;;;;;;;;_R1;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2322,Oc1coc(COC(=O)N[C@@H](Cc2ccccc2)C([*])=O)cc1=O |$;;;;;;;;;;;;;;;;;;;_R2;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2336,C[C@](CCCC(O)=O)(NC(=O)OCC1c2ccccc2-c2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
Fmoc_V,CC(C)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2260,CC(C)[C@H](N[*])C(=O)c1nc2cc(ccc2o1)C#N |$;;;;;_R1;;;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X445,CCCCC[C@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X459,CCCS[C@H]1CCN([*])[C@@H]1C([*])=O |$;;;;;;;;_R1;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X469,CC(C)[C@H](NCCc1cnc[nH]1)C([*])=O |$;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X470,OC[C@H](NC(=O)Nc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X661,CN([*])[C@@H](Cc1c[nH]c2ccccc12)C(=O)OC(C)(C)C |$;;_R1;;;;;;;;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X477,NCCCC[C@H](N[*])C(=O)C=O |$;;;;;;;_R1;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X702,OC(=O)C(F)(C(O)=O)c1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;_R1;;_R2;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X833,NCCCC[C@H](NC[C@@H](N)CCCNC(N)=N)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X546,ONC(=O)Nc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;_R1;;_R2;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X666,CC(C)(C)OC(=O)N[C@@H](CCCNC(=N)NN(=O)=O)C([*])=O |$;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X497,[*]N1C[C@@H](C[C@H]1C([*])=O)[N-][N+]#N |$_R1;;;;;;;_R2;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X549,CCCCC(CCCC)NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X894,[*]C(=O)[C@H](Cc1ccccc1)n1c(=O)[nH]c2ccccc2c1=O |$_R2;;;;;;;;;;;;;;;;;;;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X845,[*]N(CC([*])=O)Cc1ccc2OCOc2c1 |$_R1;;;;_R2;;;;;;;;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X650,OC(=O)CC[C@H](N(CCN(CCC(O)=O)CCC(O)=O)CCN(CCC(O)=O)CCC(O)=O)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X578,[*]C(=O)C1(CCCC1)NCCCC1CCCCC1 |$_R2;;;;;;;;;;;;;;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X643,C[C@]1(CO1)C(=O)[C@H](Cc1ccccc1)N[*] |$;;;;;;;;;;;;;;;_R1$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X3002,Fc1cc(C[C@@H](N[*])C([*])=O)cc(F)c1F |$;;;;;;;_R1;;_R2;;;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X3016,C[Si]1(C)C[C@H](N([*])C1)C([*])=O |$;;;;;;_R1;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X3032,CC(C)(C)OC(=O)C[C@H](NC(=O)OCc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2888,"CCCC[C@H](N[*])C(=O)C=CS(=O)(=O)c1ccccc1 |w:9.8,$;;;;;;_R1;;;;;;;;;;;;;$|",H,-,-,HELM-GPT,C_terminal_only,False,none
X2496,CC(C)(C)OC(=O)N[C@@H](C([*])=O)c1ccc2ccccc2c1 |$;;;;;;;;;;_R2;;;;;;;;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1654,Oc1ccc(cc1)[C@H]([N-][N+]#N)C([*])=O |$;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1655,CC(C)(C)OC(=O)N[C@H](CCCNC(N)=O)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X574,[*]N[C@H](CCCCNC1CCCC1)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
Boc_dF,CC(C)(C)OC(=O)N([*])[C@H](Cc1ccccc1)C([*])=O |$;;;;;;;;_R1;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1573,COC(=O)[C@H](Cc1cccc(OC(C)=O)c1)N[*] |$;;;;;;;;;;;;;;;;;_R1$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X85,CCCCCCCCN(CCCCCCCC)[C@@H](Cc1ccc(O)cc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2216,[*]N[C@@H]([C@@H](Oc1ccc(C=O)cc1)c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2219,CC(C)[C@H](N[*])C(=O)c1cc2ccccc2s1 |$;;;;;_R1;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2220,CNC(=O)N[C@@H](Cc1ccc(Cl)cc1)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2221,COC(=O)[C@H](Cc1c[nH]c2c(cccc12)-c1ccc(C[C@H](NC(=O)OC(C)(C)C)C([*])=O)cc1OC)N[*] |$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;;;;;;;_R1$|,H,OH,-,HELM-GPT,flexible,False,none
C,[*]N[C@@H](CS[*])C([*])=O |$_R1;;;;;_R3;;_R2;$|,H,OH,H,HELM-GPT,flexible,True,none
X724,Oc1ccccc1[C@H]1N[C@@H](Cc2c1[nH]c1ccccc21)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X725,NC(=N)NCCN([*])CC([*])=O |$;;;;;;;_R1;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1045,[*]N[C@@H](CCC#N)C=O |$_R1;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X1106,[*]C(=O)[C@H](Cc1cnc[nH]1)Nc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O |$_R2;;;;;;;;;;;;;;;;;;;;;;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X815,NCCCC[C@H](N[*])C(=O)C(O)=O |$;;;;;;;_R1;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
A_MeCl,C[C@H](N[*])C(=O)CCl |$;;;_R1;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X1186,Cc1cccc(C[C@H](N[*])C([*])=O)c1 |$;;;;;;;;;_R1;;_R2;;$|,H,OH,-,HELM-GPT,flexible,False,none
X997,COC(=O)C[C@H](N[*])C(=O)CF |$;;;;;;;_R1;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X1096,[*]C(=O)[C@@H]1NCC[C@@H]2CCCC[C@H]12 |$_R2;;;;;;;;;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X750,CCC[C@H](N[*])C(=O)C(F)(F)F |$;;;;;_R1;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X1026,C[C@@H](O)[C@H](OC(=O)[C@@H]1CCCN1[*])C(O)=O |$;;;;;;;;;;;;_R1;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X991,CCC#CCN([*])CC([*])=O |$;;;;;;_R1;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1030,CCCCN([*])CC([*])=O |$;;;;;_R1;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1095,NN[C@@H](Cc1ccc(ON)cc1)C([*])=O |$;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X986,BrCCCCC[C@H]([N-][N+]#N)C([*])=O |$;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X786,Nc1nnc(NCCCC[C@@H](N[*])C([*])=O)[nH]1 |$;;;;;;;;;;;;_R1;;_R2;;$|,H,OH,-,HELM-GPT,flexible,False,none
X933,FC(F)(F)c1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;_R1;;_R2;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X932,CC(C)(C)c1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;_R1;;_R2;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X1772,Brc1[nH]c2ccccc2c1C[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
Tyr(tBu),CC(C)(C)Oc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;_R1;;_R2;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X1972,NC(=O)N[C@H](Cc1ccccc1)C([*])=O |$;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2003,Fc1ccccc1[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1976,CCCNCCC[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1959,Clc1ccccc1[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2031,[*]N[C@H](Cc1cnccn1)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2071,CCCCNC(=O)N[C@H](CS[*])C([*])=O |$;;;;;;;;;;;_R3;;_R2;$|,-,OH,H,HELM-GPT,N_terminal_only,True,none
X1837,"CC(=O)OCC=CCOC[C@@H](N[*])C([*])=O |w:6.6,$;;;;;;;;;;;;_R1;;_R2;$|",H,OH,-,HELM-GPT,flexible,False,none
